V1,ANIMAL_ID,HERD,SEX,FIX_ID,FIX_DATE,FIX_TIME,X_COORD,Y_COORD,Fix_Time_Delta,COLLAR_TYPE_CL,AGE,idate,itime,year,month,JDate
1148790,mr2009a09,MIDRIDGE,F,5302049,2010-05-28,14:03:05,0,0,7344,GPS,255,2010-05-28,14:03:05,2010,5,148
1148791,mr2009a09,MIDRIDGE,F,5302050,2010-05-28,16:01:25,-55.29847166,48.19308282,7100,GPS,255,2010-05-28,16:01:25,2010,5,148
1148792,mr2009a09,MIDRIDGE,F,5302051,2010-05-28,18:03:06,0,0,7301,GPS,255,2010-05-28,18:03:06,2010,5,148
1148793,mr2009a09,MIDRIDGE,F,5302052,2010-05-28,20:03:06,0,0,7200,GPS,255,2010-05-28,20:03:06,2010,5,148
1148794,mr2009a09,MIDRIDGE,F,5302053,2010-05-28,22:00:43,-55.27637678,48.19595157,7057,GPS,255,2010-05-28,22:00:43,2010,5,148
1148795,mr2009a09,MIDRIDGE,F,5302054,2010-05-29,00:00:44,-55.2827234,48.20700782,7201,GPS,255,2010-05-29,00:00:44,2010,5,149
1148796,mr2009a09,MIDRIDGE,F,5302055,2010-05-29,02:01:11,-55.28278328,48.20627038,7227,GPS,255,2010-05-29,02:01:11,2010,5,149
1148797,mr2009a09,MIDRIDGE,F,5302056,2010-05-29,04:01:15,-55.27920364,48.20618853,7204,GPS,255,2010-05-29,04:01:15,2010,5,149
1148798,mr2009a09,MIDRIDGE,F,5302057,2010-05-29,06:00:56,-55.27683826,48.20773211,7181,GPS,255,2010-05-29,06:00:56,2010,5,149
1148799,mr2009a09,MIDRIDGE,F,5302058,2010-05-29,08:00:24,-55.27677608,48.20778838,7168,GPS,255,2010-05-29,08:00:24,2010,5,149
1148800,mr2009a09,MIDRIDGE,F,5302059,2010-05-29,10:00:55,-55.27493444,48.21123561,7231,GPS,255,2010-05-29,10:00:55,2010,5,149
1148801,mr2009a09,MIDRIDGE,F,5302060,2010-05-29,12:03:11,0,0,7336,GPS,255,2010-05-29,12:03:11,2010,5,149
1148802,mr2009a09,MIDRIDGE,F,5302061,2010-05-29,14:00:53,-55.2632562,48.20666027,7062,GPS,255,2010-05-29,14:00:53,2010,5,149
1148803,mr2009a09,MIDRIDGE,F,5302062,2010-05-29,16:01:41,0,0,7248,GPS,255,2010-05-29,16:01:41,2010,5,149
1148804,mr2009a09,MIDRIDGE,F,5302063,2010-05-29,18:01:41,0,0,7200,GPS,255,2010-05-29,18:01:41,2010,5,149
1148805,mr2009a09,MIDRIDGE,F,5302064,2010-05-29,20:03:09,0,0,7288,GPS,255,2010-05-29,20:03:09,2010,5,149
1148806,mr2009a09,MIDRIDGE,F,5302065,2010-05-29,22:01:41,0,0,7112,GPS,255,2010-05-29,22:01:41,2010,5,149
1148807,mr2009a09,MIDRIDGE,F,5302066,2010-05-30,00:03:09,0,0,7288,GPS,255,2010-05-30,00:03:09,2010,5,150
1148808,mr2009a09,MIDRIDGE,F,5302067,2010-05-30,02:00:50,-55.18324247,48.26880713,7061,GPS,255,2010-05-30,02:00:50,2010,5,150
1148809,mr2009a09,MIDRIDGE,F,5302068,2010-05-30,04:03:06,0,0,7336,GPS,255,2010-05-30,04:03:06,2010,5,150
1148810,mr2009a09,MIDRIDGE,F,5302069,2010-05-30,06:01:38,0,0,7112,GPS,255,2010-05-30,06:01:38,2010,5,150
1148811,mr2009a09,MIDRIDGE,F,5302070,2010-05-30,08:03:06,0,0,7288,GPS,255,2010-05-30,08:03:06,2010,5,150
1148812,mr2009a09,MIDRIDGE,F,5302071,2010-05-30,10:01:38,0,0,7112,GPS,255,2010-05-30,10:01:38,2010,5,150
1148813,mr2009a09,MIDRIDGE,F,5302072,2010-05-30,12:00:47,-55.1890413,48.26288279,7149,GPS,255,2010-05-30,12:00:47,2010,5,150
1148814,mr2009a09,MIDRIDGE,F,5302073,2010-05-30,14:00:47,-55.18612793,48.26152159,7200,GPS,255,2010-05-30,14:00:47,2010,5,150
1148815,mr2009a09,MIDRIDGE,F,5302074,2010-05-30,16:00:47,-55.18646736,48.25510274,7200,GPS,255,2010-05-30,16:00:47,2010,5,150
1148816,mr2009a09,MIDRIDGE,F,5302075,2010-05-30,18:00:54,-55.19306282,48.24026929,7207,GPS,255,2010-05-30,18:00:54,2010,5,150
1148817,mr2009a09,MIDRIDGE,F,5302076,2010-05-30,20:00:52,-55.20112543,48.21982521,7198,GPS,255,2010-05-30,20:00:52,2010,5,150
1148818,mr2009a09,MIDRIDGE,F,5302077,2010-05-30,22:02:23,-55.22926241,48.1958526,7291,GPS,255,2010-05-30,22:02:23,2010,5,150
1148819,mr2009a09,MIDRIDGE,F,5302078,2010-05-31,00:03:11,0,0,7248,GPS,255,2010-05-31,00:03:11,2010,5,151
1148820,mr2009a09,MIDRIDGE,F,5302079,2010-05-31,02:03:11,0,0,7200,GPS,255,2010-05-31,02:03:11,2010,5,151
1148821,mr2009a09,MIDRIDGE,F,5302080,2010-05-31,04:01:15,-55.22736698,48.17379378,7084,GPS,255,2010-05-31,04:01:15,2010,5,151
1148822,mr2009a09,MIDRIDGE,F,5302081,2010-05-31,06:01:08,-55.22789706,48.16268942,7193,GPS,255,2010-05-31,06:01:08,2010,5,151
1148823,mr2009a09,MIDRIDGE,F,5302082,2010-05-31,08:02:54,-55.2345712,48.11756209,7306,GPS,255,2010-05-31,08:02:54,2010,5,151
1148824,mr2009a09,MIDRIDGE,F,5302083,2010-05-31,10:02:24,-55.26749355,48.0493473,7170,GPS,255,2010-05-31,10:02:24,2010,5,151
1148825,mr2009a09,MIDRIDGE,F,5302084,2010-05-31,12:00:53,-55.27246851,48.02958211,7109,GPS,255,2010-05-31,12:00:53,2010,5,151
1148826,mr2009a09,MIDRIDGE,F,5302085,2010-05-31,14:00:43,-55.27344346,48.02991101,7190,GPS,255,2010-05-31,14:00:43,2010,5,151
1148827,mr2009a09,MIDRIDGE,F,5302086,2010-05-31,16:01:18,-55.27361225,48.0296913,7235,GPS,255,2010-05-31,16:01:18,2010,5,151
1148828,mr2009a09,MIDRIDGE,F,5302087,2010-05-31,18:00:55,-55.2735877,48.02972244,7177,GPS,255,2010-05-31,18:00:55,2010,5,151
1148829,mr2009a09,MIDRIDGE,F,5302088,2010-05-31,20:00:53,-55.27359021,48.02972578,7198,GPS,255,2010-05-31,20:00:53,2010,5,151
1148830,mr2009a09,MIDRIDGE,F,5302089,2010-05-31,22:00:43,-55.27362414,48.02964695,7190,GPS,255,2010-05-31,22:00:43,2010,5,151
1186363,mr2009a11,MIDRIDGE,F,5306167,2010-05-01,00:00:50,-55.24249569,48.15801455,14397,GPS,255,2010-05-01,00:00:50,2010,5,121
1186364,mr2009a11,MIDRIDGE,F,5306168,2010-05-01,05:00:53,-55.24292068,48.16011937,18003,GPS,255,2010-05-01,05:00:53,2010,5,121
1186365,mr2009a11,MIDRIDGE,F,5306169,2010-05-01,10:01:24,-55.23788242,48.16574037,18031,GPS,255,2010-05-01,10:01:24,2010,5,121
1186366,mr2009a11,MIDRIDGE,F,5306170,2010-05-01,15:00:43,-55.22879962,48.16232593,17959,GPS,255,2010-05-01,15:00:43,2010,5,121
1186367,mr2009a11,MIDRIDGE,F,5306171,2010-05-01,20:00:48,-55.22967459,48.16225568,18005,GPS,255,2010-05-01,20:00:48,2010,5,121
1186368,mr2009a11,MIDRIDGE,F,5306172,2010-05-02,00:00:53,-55.22577263,48.15882866,14405,GPS,255,2010-05-02,00:00:53,2010,5,122
1186369,mr2009a11,MIDRIDGE,F,5306173,2010-05-02,05:00:50,-55.22662768,48.15947179,17997,GPS,255,2010-05-02,05:00:50,2010,5,122
1186370,mr2009a11,MIDRIDGE,F,5306174,2010-05-02,10:00:50,-55.22805972,48.16372868,18000,GPS,255,2010-05-02,10:00:50,2010,5,122
1186371,mr2009a11,MIDRIDGE,F,5306175,2010-05-02,15:00:54,-55.22591962,48.16437763,18004,GPS,255,2010-05-02,15:00:54,2010,5,122
1186372,mr2009a11,MIDRIDGE,F,5306176,2010-05-02,20:01:18,-55.22650623,48.16669845,18024,GPS,255,2010-05-02,20:01:18,2010,5,122
1186373,mr2009a11,MIDRIDGE,F,5306177,2010-05-03,00:00:50,-55.2228237,48.18438832,14372,GPS,255,2010-05-03,00:00:50,2010,5,123
1186374,mr2009a11,MIDRIDGE,F,5306178,2010-05-03,05:00:43,-55.22462312,48.17588246,17993,GPS,255,2010-05-03,05:00:43,2010,5,123
1186375,mr2009a11,MIDRIDGE,F,5306179,2010-05-03,10:00:53,-55.23720529,48.17448577,18010,GPS,255,2010-05-03,10:00:53,2010,5,123
1186376,mr2009a11,MIDRIDGE,F,5306180,2010-05-03,15:00:50,-55.23991043,48.17290994,17997,GPS,255,2010-05-03,15:00:50,2010,5,123
1186377,mr2009a11,MIDRIDGE,F,5306181,2010-05-03,20:00:44,-55.24732873,48.16991822,17994,GPS,255,2010-05-03,20:00:44,2010,5,123
1186378,mr2009a11,MIDRIDGE,F,5306182,2010-05-04,00:00:43,-55.24002638,48.17204969,14399,GPS,255,2010-05-04,00:00:43,2010,5,124
1186379,mr2009a11,MIDRIDGE,F,5306183,2010-05-04,05:00:44,-55.23960213,48.17204329,18001,GPS,255,2010-05-04,05:00:44,2010,5,124
1186380,mr2009a11,MIDRIDGE,F,5306184,2010-05-04,10:01:18,-55.24501122,48.17039463,18034,GPS,255,2010-05-04,10:01:18,2010,5,124
1186381,mr2009a11,MIDRIDGE,F,5306185,2010-05-04,15:00:52,-55.2484983,48.16325799,17974,GPS,255,2010-05-04,15:00:52,2010,5,124
1186382,mr2009a11,MIDRIDGE,F,5306186,2010-05-04,20:00:50,-55.26385102,48.17133795,17998,GPS,255,2010-05-04,20:00:50,2010,5,124
1186383,mr2009a11,MIDRIDGE,F,5306187,2010-05-05,00:00:48,-55.2677387,48.17827717,14398,GPS,255,2010-05-05,00:00:48,2010,5,125
1186384,mr2009a11,MIDRIDGE,F,5306188,2010-05-05,05:00:48,-55.26583586,48.17667338,18000,GPS,255,2010-05-05,05:00:48,2010,5,125
1186385,mr2009a11,MIDRIDGE,F,5306189,2010-05-05,10:01:11,-55.27680723,48.18663971,18023,GPS,255,2010-05-05,10:01:11,2010,5,125
1186386,mr2009a11,MIDRIDGE,F,5306190,2010-05-05,15:00:49,-55.28072368,48.19819293,17978,GPS,255,2010-05-05,15:00:49,2010,5,125
1186387,mr2009a11,MIDRIDGE,F,5306191,2010-05-05,20:00:47,-55.28247262,48.19870561,17998,GPS,255,2010-05-05,20:00:47,2010,5,125
1186388,mr2009a11,MIDRIDGE,F,5306192,2010-05-06,00:00:54,-55.28208181,48.20512336,14407,GPS,255,2010-05-06,00:00:54,2010,5,126
1186389,mr2009a11,MIDRIDGE,F,5306193,2010-05-06,05:00:47,-55.28317514,48.20719661,17993,GPS,255,2010-05-06,05:00:47,2010,5,126
1186390,mr2009a11,MIDRIDGE,F,5306194,2010-05-06,10:00:54,-55.28465688,48.20851963,18007,GPS,255,2010-05-06,10:00:54,2010,5,126
1186391,mr2009a11,MIDRIDGE,F,5306195,2010-05-06,15:00:47,-55.29582338,48.21811603,17993,GPS,255,2010-05-06,15:00:47,2010,5,126
1186392,mr2009a11,MIDRIDGE,F,5306196,2010-05-06,20:01:24,-55.29988206,48.2190726,18037,GPS,255,2010-05-06,20:01:24,2010,5,126
1186393,mr2009a11,MIDRIDGE,F,5306197,2010-05-07,00:00:51,-55.30554871,48.22626486,14367,GPS,255,2010-05-07,00:00:51,2010,5,127
1186394,mr2009a11,MIDRIDGE,F,5306198,2010-05-07,05:00:54,-55.30860231,48.23084198,18003,GPS,255,2010-05-07,05:00:54,2010,5,127
1186395,mr2009a11,MIDRIDGE,F,5306199,2010-05-07,10:00:54,-55.31130653,48.22838133,18000,GPS,255,2010-05-07,10:00:54,2010,5,127
1186396,mr2009a11,MIDRIDGE,F,5306200,2010-05-07,15:00:50,-55.31376979,48.21713773,17996,GPS,255,2010-05-07,15:00:50,2010,5,127
1186397,mr2009a11,MIDRIDGE,F,5306201,2010-05-07,20:00:48,-55.31204361,48.19105528,17998,GPS,255,2010-05-07,20:00:48,2010,5,127
1186398,mr2009a11,MIDRIDGE,F,5306202,2010-05-08,00:00:49,-55.31976919,48.18012281,14401,GPS,255,2010-05-08,00:00:49,2010,5,128
1186399,mr2009a11,MIDRIDGE,F,5306203,2010-05-08,05:00:53,-55.32845428,48.17526934,18004,GPS,255,2010-05-08,05:00:53,2010,5,128
1186400,mr2009a11,MIDRIDGE,F,5306204,2010-05-08,10:00:44,-55.32915194,48.1760571,17991,GPS,255,2010-05-08,10:00:44,2010,5,128
1186401,mr2009a11,MIDRIDGE,F,5306205,2010-05-08,15:00:43,-55.32689384,48.17120134,17999,GPS,255,2010-05-08,15:00:43,2010,5,128
1186402,mr2009a11,MIDRIDGE,F,5306206,2010-05-08,20:01:37,-55.33530225,48.1609853,18054,GPS,255,2010-05-08,20:01:37,2010,5,128
1186403,mr2009a11,MIDRIDGE,F,5306207,2010-05-09,00:00:47,-55.35483632,48.14756131,14350,GPS,255,2010-05-09,00:00:47,2010,5,129
1186404,mr2009a11,MIDRIDGE,F,5306208,2010-05-09,05:01:01,-55.35613148,48.14407753,18014,GPS,255,2010-05-09,05:01:01,2010,5,129
1186405,mr2009a11,MIDRIDGE,F,5306209,2010-05-09,10:02:01,-55.35730098,48.12498002,18060,GPS,255,2010-05-09,10:02:01,2010,5,129
1186406,mr2009a11,MIDRIDGE,F,5306210,2010-05-09,15:00:53,-55.35509265,48.12357394,17932,GPS,255,2010-05-09,15:00:53,2010,5,129
1186407,mr2009a11,MIDRIDGE,F,5306211,2010-05-09,20:00:50,-55.37119513,48.11899014,17997,GPS,255,2010-05-09,20:00:50,2010,5,129
1186408,mr2009a11,MIDRIDGE,F,5306212,2010-05-10,00:00:53,-55.37844243,48.11893638,14403,GPS,255,2010-05-10,00:00:53,2010,5,130
1186409,mr2009a11,MIDRIDGE,F,5306213,2010-05-10,05:00:44,-55.37958599,48.11794962,17991,GPS,255,2010-05-10,05:00:44,2010,5,130
1186410,mr2009a11,MIDRIDGE,F,5306214,2010-05-10,10:00:54,-55.38008214,48.12265055,18010,GPS,255,2010-05-10,10:00:54,2010,5,130
1186411,mr2009a11,MIDRIDGE,F,5306215,2010-05-10,15:00:44,-55.36448588,48.12522155,17990,GPS,255,2010-05-10,15:00:44,2010,5,130
1186412,mr2009a11,MIDRIDGE,F,5306216,2010-05-10,20:00:53,-55.3682463,48.12623375,18009,GPS,255,2010-05-10,20:00:53,2010,5,130
1186413,mr2009a11,MIDRIDGE,F,5306217,2010-05-11,00:00:49,-55.37098735,48.13183123,14396,GPS,255,2010-05-11,00:00:49,2010,5,131
1186414,mr2009a11,MIDRIDGE,F,5306218,2010-05-11,05:00:41,-55.37739208,48.13195898,17992,GPS,255,2010-05-11,05:00:41,2010,5,131
1186415,mr2009a11,MIDRIDGE,F,5306219,2010-05-11,10:00:54,-55.36850438,48.13437516,18013,GPS,255,2010-05-11,10:00:54,2010,5,131
1186416,mr2009a11,MIDRIDGE,F,5306220,2010-05-11,15:00:49,-55.37089314,48.13983656,17995,GPS,255,2010-05-11,15:00:49,2010,5,131
1186417,mr2009a11,MIDRIDGE,F,5306221,2010-05-11,20:00:43,-55.36843392,48.14472727,17994,GPS,255,2010-05-11,20:00:43,2010,5,131
1186418,mr2009a11,MIDRIDGE,F,5306222,2010-05-12,00:00:53,-55.36442861,48.15234773,14410,GPS,255,2010-05-12,00:00:53,2010,5,132
1186419,mr2009a11,MIDRIDGE,F,5306223,2010-05-12,05:00:47,-55.35635632,48.16507218,17994,GPS,255,2010-05-12,05:00:47,2010,5,132
1186420,mr2009a11,MIDRIDGE,F,5306224,2010-05-12,10:02:54,-55.35149897,48.20145879,18127,GPS,255,2010-05-12,10:02:54,2010,5,132
1186421,mr2009a11,MIDRIDGE,F,5306225,2010-05-12,15:00:50,-55.34360547,48.23372237,17876,GPS,255,2010-05-12,15:00:50,2010,5,132
1186422,mr2009a11,MIDRIDGE,F,5306226,2010-05-12,20:00:53,-55.3478316,48.26436812,18003,GPS,255,2010-05-12,20:00:53,2010,5,132
1186423,mr2009a11,MIDRIDGE,F,5306227,2010-05-13,00:01:11,-55.34388893,48.26720424,14418,GPS,255,2010-05-13,00:01:11,2010,5,133
1186424,mr2009a11,MIDRIDGE,F,5306228,2010-05-13,05:00:53,-55.34165323,48.26672395,17982,GPS,255,2010-05-13,05:00:53,2010,5,133
1186425,mr2009a11,MIDRIDGE,F,5306229,2010-05-13,10:00:56,-55.33428766,48.26621682,18003,GPS,255,2010-05-13,10:00:56,2010,5,133
1186426,mr2009a11,MIDRIDGE,F,5306230,2010-05-13,15:00:43,-55.32623583,48.26413524,17987,GPS,255,2010-05-13,15:00:43,2010,5,133
1186427,mr2009a11,MIDRIDGE,F,5306231,2010-05-13,20:00:47,-55.32020648,48.26382924,18004,GPS,255,2010-05-13,20:00:47,2010,5,133
1186428,mr2009a11,MIDRIDGE,F,5306232,2010-05-14,00:00:53,-55.30762778,48.26600625,14406,GPS,255,2010-05-14,00:00:53,2010,5,134
1186429,mr2009a11,MIDRIDGE,F,5306233,2010-05-14,05:01:11,-55.30763029,48.26515606,18018,GPS,255,2010-05-14,05:01:11,2010,5,134
1186430,mr2009a11,MIDRIDGE,F,5306234,2010-05-14,10:00:44,-55.30432517,48.26243515,17973,GPS,255,2010-05-14,10:00:44,2010,5,134
1186431,mr2009a11,MIDRIDGE,F,5306235,2010-05-14,15:00:47,-55.30082071,48.26440356,18003,GPS,255,2010-05-14,15:00:47,2010,5,134
1186432,mr2009a11,MIDRIDGE,F,5306236,2010-05-14,20:00:50,-55.3106222,48.26728498,18003,GPS,255,2010-05-14,20:00:50,2010,5,134
1186433,mr2009a11,MIDRIDGE,F,5306237,2010-05-15,00:00:47,-55.34880662,48.26787662,14397,GPS,255,2010-05-15,00:00:47,2010,5,135
1186434,mr2009a11,MIDRIDGE,F,5306238,2010-05-15,05:00:50,-55.35372167,48.26840915,18003,GPS,255,2010-05-15,05:00:50,2010,5,135
1186435,mr2009a11,MIDRIDGE,F,5306239,2010-05-15,10:00:54,-55.36625302,48.2661405,18004,GPS,255,2010-05-15,10:00:54,2010,5,135
1186436,mr2009a11,MIDRIDGE,F,5306240,2010-05-15,15:01:18,-55.38530272,48.2628728,18024,GPS,255,2010-05-15,15:01:18,2010,5,135
1186437,mr2009a11,MIDRIDGE,F,5306241,2010-05-15,20:01:24,-55.38869202,48.26183196,18006,GPS,255,2010-05-15,20:01:24,2010,5,135
1186438,mr2009a11,MIDRIDGE,F,5306242,2010-05-16,00:00:49,-55.40247108,48.26426732,14365,GPS,255,2010-05-16,00:00:49,2010,5,136
1186439,mr2009a11,MIDRIDGE,F,5306243,2010-05-16,05:00:56,-55.4021082,48.26477503,18007,GPS,255,2010-05-16,05:00:56,2010,5,136
1186440,mr2009a11,MIDRIDGE,F,5306244,2010-05-16,10:01:22,-55.39898961,48.25738327,18026,GPS,255,2010-05-16,10:01:22,2010,5,136
1186441,mr2009a11,MIDRIDGE,F,5306245,2010-05-16,15:01:55,-55.40962518,48.25192469,18033,GPS,255,2010-05-16,15:01:55,2010,5,136
1186442,mr2009a11,MIDRIDGE,F,5306246,2010-05-16,20:00:53,-55.41787952,48.2512327,17938,GPS,255,2010-05-16,20:00:53,2010,5,136
1186443,mr2009a11,MIDRIDGE,F,5306247,2010-05-17,00:01:07,-55.41755399,48.25017486,14414,GPS,255,2010-05-17,00:01:07,2010,5,137
1186444,mr2009a11,MIDRIDGE,F,5306248,2010-05-17,05:00:41,-55.41623054,48.25129725,17974,GPS,255,2010-05-17,05:00:41,2010,5,137
1186445,mr2009a11,MIDRIDGE,F,5306249,2010-05-17,10:00:47,-55.41416836,48.25109607,18006,GPS,255,2010-05-17,10:00:47,2010,5,137
1186446,mr2009a11,MIDRIDGE,F,5306250,2010-05-17,15:00:50,-55.40780228,48.24753206,18003,GPS,255,2010-05-17,15:00:50,2010,5,137
1186447,mr2009a11,MIDRIDGE,F,5306251,2010-05-17,20:00:54,-55.4273775,48.24103465,18004,GPS,255,2010-05-17,20:00:54,2010,5,137
1186448,mr2009a11,MIDRIDGE,F,5306252,2010-05-18,00:00:54,-55.4295995,48.22958965,14400,GPS,255,2010-05-18,00:00:54,2010,5,138
1186449,mr2009a11,MIDRIDGE,F,5306253,2010-05-18,05:00:54,-55.43364498,48.22912062,18000,GPS,255,2010-05-18,05:00:54,2010,5,138
1186450,mr2009a11,MIDRIDGE,F,5306254,2010-05-18,10:01:24,-55.42908394,48.21926345,18030,GPS,255,2010-05-18,10:01:24,2010,5,138
1186451,mr2009a11,MIDRIDGE,F,5306255,2010-05-18,15:00:48,-55.40522785,48.20557474,17964,GPS,255,2010-05-18,15:00:48,2010,5,138
1186452,mr2009a11,MIDRIDGE,F,5306256,2010-05-18,20:00:53,-55.39877713,48.19987225,18005,GPS,255,2010-05-18,20:00:53,2010,5,138
1186453,mr2009a11,MIDRIDGE,F,5306257,2010-05-19,00:00:55,-55.38930007,48.18556671,14402,GPS,255,2010-05-19,00:00:55,2010,5,139
1186454,mr2009a11,MIDRIDGE,F,5306258,2010-05-19,05:00:50,-55.38639744,48.18523615,17995,GPS,255,2010-05-19,05:00:50,2010,5,139
1186455,mr2009a11,MIDRIDGE,F,5306259,2010-05-19,10:01:41,-55.36450959,48.18975221,18051,GPS,255,2010-05-19,10:01:41,2010,5,139
1186456,mr2009a11,MIDRIDGE,F,5306260,2010-05-19,15:00:53,-55.35683647,48.22241115,17952,GPS,255,2010-05-19,15:00:53,2010,5,139
1186457,mr2009a11,MIDRIDGE,F,5306261,2010-05-19,20:02:45,-55.35185673,48.2292643,18112,GPS,255,2010-05-19,20:02:45,2010,5,139
1186458,mr2009a11,MIDRIDGE,F,5306262,2010-05-20,00:00:53,-55.3501232,48.23171645,14288,GPS,255,2010-05-20,00:00:53,2010,5,140
1186459,mr2009a11,MIDRIDGE,F,5306263,2010-05-20,05:00:53,-55.35105983,48.23207097,18000,GPS,255,2010-05-20,05:00:53,2010,5,140
1186460,mr2009a11,MIDRIDGE,F,5306264,2010-05-20,10:01:27,-55.35149638,48.23180683,18034,GPS,255,2010-05-20,10:01:27,2010,5,140
1186461,mr2009a11,MIDRIDGE,F,5306265,2010-05-20,15:00:43,-55.34706016,48.23164805,17956,GPS,255,2010-05-20,15:00:43,2010,5,140
1186462,mr2009a11,MIDRIDGE,F,5306266,2010-05-20,20:01:18,-55.34513243,48.23330867,18035,GPS,255,2010-05-20,20:01:18,2010,5,140
1186463,mr2009a11,MIDRIDGE,F,5306267,2010-05-21,00:02:11,-55.35147719,48.23228442,14453,GPS,255,2010-05-21,00:02:11,2010,5,141
1186464,mr2009a11,MIDRIDGE,F,5306268,2010-05-21,02:00:55,-55.35216923,48.23205385,7124,GPS,255,2010-05-21,02:00:55,2010,5,141
1186465,mr2009a11,MIDRIDGE,F,5306269,2010-05-21,04:00:53,-55.35146495,48.23189501,7198,GPS,255,2010-05-21,04:00:53,2010,5,141
1186466,mr2009a11,MIDRIDGE,F,5306270,2010-05-21,06:00:53,-55.35217004,48.23210155,7200,GPS,255,2010-05-21,06:00:53,2010,5,141
1186467,mr2009a11,MIDRIDGE,F,5306271,2010-05-21,08:00:55,-55.35109989,48.23214301,7202,GPS,255,2010-05-21,08:00:55,2010,5,141
1186468,mr2009a11,MIDRIDGE,F,5306272,2010-05-21,10:03:09,-55.35118813,48.23181765,7334,GPS,255,2010-05-21,10:03:09,2010,5,141
1186469,mr2009a11,MIDRIDGE,F,5306273,2010-05-21,12:00:50,-55.35498781,48.23818671,7061,GPS,255,2010-05-21,12:00:50,2010,5,141
1186470,mr2009a11,MIDRIDGE,F,5306274,2010-05-21,14:00:39,-55.35472761,48.23858996,7189,GPS,255,2010-05-21,14:00:39,2010,5,141
1186471,mr2009a11,MIDRIDGE,F,5306275,2010-05-21,16:00:55,-55.35633101,48.25231547,7216,GPS,255,2010-05-21,16:00:55,2010,5,141
1186472,mr2009a11,MIDRIDGE,F,5306276,2010-05-21,18:00:47,-55.35638137,48.25238555,7192,GPS,255,2010-05-21,18:00:47,2010,5,141
1186473,mr2009a11,MIDRIDGE,F,5306277,2010-05-21,20:00:56,-55.34660184,48.25841889,7209,GPS,255,2010-05-21,20:00:56,2010,5,141
1186474,mr2009a11,MIDRIDGE,F,5306278,2010-05-21,22:01:25,-55.34413453,48.2631249,7229,GPS,255,2010-05-21,22:01:25,2010,5,141
1186475,mr2009a11,MIDRIDGE,F,5306279,2010-05-22,00:00:59,-55.32980846,48.26422199,7174,GPS,255,2010-05-22,00:00:59,2010,5,142
1186476,mr2009a11,MIDRIDGE,F,5306280,2010-05-22,02:01:16,-55.32879407,48.26467979,7217,GPS,255,2010-05-22,02:01:16,2010,5,142
1186477,mr2009a11,MIDRIDGE,F,5306281,2010-05-22,04:01:53,-55.32936048,48.26456001,7237,GPS,255,2010-05-22,04:01:53,2010,5,142
1186478,mr2009a11,MIDRIDGE,F,5306282,2010-05-22,06:00:56,-55.32894814,48.26436563,7143,GPS,255,2010-05-22,06:00:56,2010,5,142
1186479,mr2009a11,MIDRIDGE,F,5306283,2010-05-22,08:00:35,-55.32741746,48.2644479,7179,GPS,255,2010-05-22,08:00:35,2010,5,142
1186480,mr2009a11,MIDRIDGE,F,5306284,2010-05-22,10:01:43,-55.32836185,48.26584858,7268,GPS,255,2010-05-22,10:01:43,2010,5,142
1186481,mr2009a11,MIDRIDGE,F,5306285,2010-05-22,12:00:44,-55.32970009,48.26743007,7141,GPS,255,2010-05-22,12:00:44,2010,5,142
1186482,mr2009a11,MIDRIDGE,F,5306286,2010-05-22,14:00:41,-55.3294236,48.2682004,7197,GPS,255,2010-05-22,14:00:41,2010,5,142
1186483,mr2009a11,MIDRIDGE,F,5306287,2010-05-22,16:00:36,-55.33317213,48.26856413,7195,GPS,255,2010-05-22,16:00:36,2010,5,142
1186484,mr2009a11,MIDRIDGE,F,5306288,2010-05-22,18:02:48,-55.33892593,48.27252657,7332,GPS,255,2010-05-22,18:02:48,2010,5,142
1186485,mr2009a11,MIDRIDGE,F,5306289,2010-05-22,20:01:17,-55.33988017,48.27377583,7109,GPS,255,2010-05-22,20:01:17,2010,5,142
1186486,mr2009a11,MIDRIDGE,F,5306290,2010-05-22,22:00:49,-55.33289519,48.27463075,7172,GPS,255,2010-05-22,22:00:49,2010,5,142
1186487,mr2009a11,MIDRIDGE,F,5306291,2010-05-23,00:00:15,-55.33647388,48.27372843,7166,GPS,255,2010-05-23,00:00:15,2010,5,143
1186488,mr2009a11,MIDRIDGE,F,5306292,2010-05-23,02:01:11,-55.33822624,48.27226266,7256,GPS,255,2010-05-23,02:01:11,2010,5,143
1186489,mr2009a11,MIDRIDGE,F,5306293,2010-05-23,04:01:24,-55.3377643,48.27190219,7213,GPS,255,2010-05-23,04:01:24,2010,5,143
1186490,mr2009a11,MIDRIDGE,F,5306294,2010-05-23,06:01:13,-55.33806746,48.27168239,7189,GPS,255,2010-05-23,06:01:13,2010,5,143
1186491,mr2009a11,MIDRIDGE,F,5306295,2010-05-23,08:00:58,-55.33800168,48.27143341,7185,GPS,255,2010-05-23,08:00:58,2010,5,143
1186492,mr2009a11,MIDRIDGE,F,5306296,2010-05-23,10:00:43,-55.33908053,48.26917738,7185,GPS,255,2010-05-23,10:00:43,2010,5,143
1186493,mr2009a11,MIDRIDGE,F,5306297,2010-05-23,12:00:24,-55.34330346,48.2657763,7181,GPS,255,2010-05-23,12:00:24,2010,5,143
1186494,mr2009a11,MIDRIDGE,F,5306298,2010-05-23,14:01:11,-55.34894642,48.2660115,7247,GPS,255,2010-05-23,14:01:11,2010,5,143
